Using kernels flash-attn2 (compute capability (12, 0))
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 20,972,032
  scalars                 : 16
  total                   : 46,137,872
Estimated FLOPs per token: 2.139126e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011469 | lrm: 1.00 | dt: 5565ms | tok/sec: 23,551 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.883111 | lrm: 1.00 | dt: 286ms | tok/sec: 457,848 | mfu: 9.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.554588 | lrm: 1.00 | dt: 293ms | tok/sec: 448,002 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.137233 | lrm: 1.00 | dt: 274ms | tok/sec: 477,635 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.755521 | lrm: 1.00 | dt: 282ms | tok/sec: 464,158 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.441248 | lrm: 1.00 | dt: 293ms | tok/sec: 447,690 | mfu: 9.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.192334 | lrm: 1.00 | dt: 296ms | tok/sec: 442,746 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.984615 | lrm: 1.00 | dt: 275ms | tok/sec: 476,274 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.810339 | lrm: 1.00 | dt: 284ms | tok/sec: 460,943 | mfu: 10.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.662765 | lrm: 1.00 | dt: 289ms | tok/sec: 454,195 | mfu: 9.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.534300 | lrm: 1.00 | dt: 296ms | tok/sec: 443,499 | mfu: 9.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.419629 | lrm: 1.00 | dt: 275ms | tok/sec: 476,104 | mfu: 10.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.324908 | lrm: 1.00 | dt: 284ms | tok/sec: 460,769 | mfu: 10.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.240835 | lrm: 1.00 | dt: 289ms | tok/sec: 454,303 | mfu: 9.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.164041 | lrm: 1.00 | dt: 296ms | tok/sec: 443,397 | mfu: 9.6% | epoch: 1 | remaining: 299s    
step 00787 (71.9%) | loss: 3.127861 | lrm: 0.63 | dt: 275ms | tok/sec: 476,872 | mfu: 10.3% | epoch: 1 | remaining: 84s    
step 00788 (71.9%) | loss: 3.125724 | lrm: 0.62 | dt: 284ms | tok/sec: 461,972 | mfu: 10.0% | epoch: 1 | remaining: 84s    
step 00789 (72.0%) | loss: 3.126130 | lrm: 0.62 | dt: 288ms | tok/sec: 454,640 | mfu: 9.8% | epoch: 1 | remaining: 84s    
step 00790 (72.1%) | loss: 3.127460 | lrm: 0.62 | dt: 295ms | tok/sec: 443,721 | mfu: 9.6% | epoch: 1 | remaining: 83s    
step 00791 (72.2%) | loss: 3.125908 | lrm: 0.62 | dt: 274ms | tok/sec: 478,149 | mfu: 10.3% | epoch: 1 | remaining: 83s    
step 00792 (72.3%) | loss: 3.124842 | lrm: 0.61 | dt: 283ms | tok/sec: 463,246 | mfu: 10.0% | epoch: 1 | remaining: 83s    
step 00793 (72.4%) | loss: 3.130640 | lrm: 0.61 | dt: 288ms | tok/sec: 455,385 | mfu: 9.8% | epoch: 1 | remaining: 82s    
step 00794 (72.5%) | loss: 3.129224 | lrm: 0.61 | dt: 295ms | tok/sec: 443,819 | mfu: 9.6% | epoch: 1 | remaining: 82s    
step 00795 (72.6%) | loss: 3.112878 | lrm: 0.61 | dt: 275ms | tok/sec: 477,268 | mfu: 10.3% | epoch: 1 | remaining: 82s    
step 00796 (72.7%) | loss: 3.106913 | lrm: 0.61 | dt: 283ms | tok/sec: 462,453 | mfu: 10.0% | epoch: 1 | remaining: 82s    
step 00797 (72.8%) | loss: 3.108384 | lrm: 0.60 | dt: 289ms | tok/sec: 454,298 | mfu: 9.8% | epoch: 1 | remaining: 81s    
step 00798 (72.9%) | loss: 3.109699 | lrm: 0.60 | dt: 295ms | tok/sec: 444,152 | mfu: 9.6% | epoch: 1 | remaining: 81s    
step 00799 (73.0%) | loss: 3.106085 | lrm: 0.60 | dt: 275ms | tok/sec: 477,131 | mfu: 10.3% | epoch: 1 | remaining: 81s    
step 00800 (73.1%) | loss: 3.105344 | lrm: 0.60 | dt: 284ms | tok/sec: 462,328 | mfu: 10.0% | epoch: 1 | remaining: 80s    
step 00801 (73.2%) | loss: 3.103220 | lrm: 0.60 | dt: 287ms | tok/sec: 455,911 | mfu: 9.9% | epoch: 1 | remaining: 80s    
step 00802 (73.3%) | loss: 3.103620 | lrm: 0.59 | dt: 295ms | tok/sec: 444,347 | mfu: 9.6% | epoch: 1 | remaining: 80s    
step 00803 (73.4%) | loss: 3.103871 | lrm: 0.59 | dt: 274ms | tok/sec: 478,231 | mfu: 10.3% | epoch: 1 | remaining: 80s    
step 00804 (73.5%) | loss: 3.105585 | lrm: 0.59 | dt: 283ms | tok/sec: 463,014 | mfu: 10.0% | epoch: 1 | remaining: 79s    
step 00805 (73.6%) | loss: 3.108780 | lrm: 0.59 | dt: 288ms | tok/sec: 454,415 | mfu: 9.8% | epoch: 1 | remaining: 79s    
step 00806 (73.7%) | loss: 3.107158 | lrm: 0.59 | dt: 295ms | tok/sec: 444,654 | mfu: 9.6% | epoch: 1 | remaining: 79s    
step 00807 (73.8%) | loss: 3.109945 | lrm: 0.58 | dt: 275ms | tok/sec: 477,242 | mfu: 10.3% | epoch: 1 | remaining: 78s    
step 00808 (73.8%) | loss: 3.113554 | lrm: 0.58 | dt: 283ms | tok/sec: 462,425 | mfu: 10.0% | epoch: 1 | remaining: 78s    
step 00809 (73.9%) | loss: 3.108481 | lrm: 0.58 | dt: 288ms | tok/sec: 454,327 | mfu: 9.8% | epoch: 1 | remaining: 78s    
step 00810 (74.0%) | loss: 3.107971 | lrm: 0.58 | dt: 296ms | tok/sec: 443,380 | mfu: 9.6% | epoch: 1 | remaining: 78s    
step 00811 (74.1%) | loss: 3.112349 | lrm: 0.57 | dt: 274ms | tok/sec: 477,546 | mfu: 10.3% | epoch: 1 | remaining: 77s    
step 00812 (74.2%) | loss: 3.110110 | lrm: 0.57 | dt: 283ms | tok/sec: 462,540 | mfu: 10.0% | epoch: 1 | remaining: 77s    
step 00813 (74.3%) | loss: 3.108479 | lrm: 0.57 | dt: 288ms | tok/sec: 454,719 | mfu: 9.8% | epoch: 1 | remaining: 77s    
step 00814 (74.4%) | loss: 3.107564 | lrm: 0.57 | dt: 295ms | tok/sec: 444,332 | mfu: 9.6% | epoch: 1 | remaining: 76s    
step 00815 (74.5%) | loss: 3.105533 | lrm: 0.57 | dt: 275ms | tok/sec: 477,351 | mfu: 10.3% | epoch: 1 | remaining: 76s    
step 00816 (74.6%) | loss: 3.107925 | lrm: 0.56 | dt: 283ms | tok/sec: 462,625 | mfu: 10.0% | epoch: 1 | remaining: 76s    
step 00817 (74.7%) | loss: 3.102792 | lrm: 0.56 | dt: 288ms | tok/sec: 455,234 | mfu: 9.8% | epoch: 1 | remaining: 76s    
step 00818 (74.8%) | loss: 3.095687 | lrm: 0.56 | dt: 295ms | tok/sec: 444,714 | mfu: 9.6% | epoch: 1 | remaining: 75s    
step 00819 (74.9%) | loss: 3.098254 | lrm: 0.56 | dt: 274ms | tok/sec: 477,548 | mfu: 10.3% | epoch: 1 | remaining: 75s    
step 00820 (75.0%) | loss: 3.096580 | lrm: 0.56 | dt: 283ms | tok/sec: 462,797 | mfu: 10.0% | epoch: 1 | remaining: 75s    
step 00821 (75.1%) | loss: 3.097840 | lrm: 0.55 | dt: 289ms | tok/sec: 454,229 | mfu: 9.8% | epoch: 1 | remaining: 74s    
step 00822 (75.2%) | loss: 3.088724 | lrm: 0.55 | dt: 295ms | tok/sec: 444,033 | mfu: 9.6% | epoch: 1 | remaining: 74s    
step 00823 (75.3%) | loss: 3.081861 | lrm: 0.55 | dt: 275ms | tok/sec: 476,781 | mfu: 10.3% | epoch: 1 | remaining: 74s    
step 00824 (75.4%) | loss: 3.082145 | lrm: 0.55 | dt: 284ms | tok/sec: 461,923 | mfu: 10.0% | epoch: 1 | remaining: 74s    
step 00825 (75.5%) | loss: 3.087604 | lrm: 0.55 | dt: 288ms | tok/sec: 454,953 | mfu: 9.8% | epoch: 1 | remaining: 73s    
step 00826 (75.6%) | loss: 3.085487 | lrm: 0.54 | dt: 295ms | tok/sec: 444,085 | mfu: 9.6% | epoch: 1 | remaining: 73s    
step 00827 (75.7%) | loss: 3.085496 | lrm: 0.54 | dt: 274ms | tok/sec: 477,604 | mfu: 10.3% | epoch: 1 | remaining: 73s    
step 00828 (75.7%) | loss: 3.083699 | lrm: 0.54 | dt: 284ms | tok/sec: 462,051 | mfu: 10.0% | epoch: 1 | remaining: 72s    
step 00829 (75.8%) | loss: 3.084600 | lrm: 0.54 | dt: 287ms | tok/sec: 456,119 | mfu: 9.9% | epoch: 1 | remaining: 72s    
step 00830 (75.9%) | loss: 3.085615 | lrm: 0.53 | dt: 295ms | tok/sec: 444,084 | mfu: 9.6% | epoch: 1 | remaining: 72s    
step 00831 (76.0%) | loss: 3.083607 | lrm: 0.53 | dt: 274ms | tok/sec: 477,543 | mfu: 10.3% | epoch: 1 | remaining: 72s    
step 00832 (76.1%) | loss: 3.079908 | lrm: 0.53 | dt: 284ms | tok/sec: 462,327 | mfu: 10.0% | epoch: 1 | remaining: 71s    
step 00833 (76.2%) | loss: 3.083262 | lrm: 0.53 | dt: 288ms | tok/sec: 454,953 | mfu: 9.8% | epoch: 1 | remaining: 71s    
step 00834 (76.3%) | loss: 3.087435 | lrm: 0.53 | dt: 295ms | tok/sec: 444,360 | mfu: 9.6% | epoch: 1 | remaining: 71s    
step 00835 (76.4%) | loss: 3.086430 | lrm: 0.52 | dt: 274ms | tok/sec: 478,241 | mfu: 10.3% | epoch: 1 | remaining: 70s    
step 00836 (76.5%) | loss: 3.084230 | lrm: 0.52 | dt: 283ms | tok/sec: 463,139 | mfu: 10.0% | epoch: 1 | remaining: 70s    
step 00837 (76.6%) | loss: 3.086666 | lrm: 0.52 | dt: 288ms | tok/sec: 455,015 | mfu: 9.8% | epoch: 1 | remaining: 70s    
step 00838 (76.7%) | loss: 3.081153 | lrm: 0.52 | dt: 295ms | tok/sec: 444,338 | mfu: 9.6% | epoch: 1 | remaining: 70s    
step 00839 (76.8%) | loss: 3.082802 | lrm: 0.52 | dt: 274ms | tok/sec: 477,865 | mfu: 10.3% | epoch: 1 | remaining: 69s    
step 00840 (76.9%) | loss: 3.084892 | lrm: 0.51 | dt: 283ms | tok/sec: 463,557 | mfu: 10.0% | epoch: 1 | remaining: 69s    
step 00841 (77.0%) | loss: 3.084881 | lrm: 0.51 | dt: 288ms | tok/sec: 455,320 | mfu: 9.8% | epoch: 1 | remaining: 69s    
step 00842 (77.1%) | loss: 3.084541 | lrm: 0.51 | dt: 295ms | tok/sec: 444,783 | mfu: 9.6% | epoch: 1 | remaining: 68s    
step 00843 (77.2%) | loss: 3.075446 | lrm: 0.51 | dt: 274ms | tok/sec: 477,675 | mfu: 10.3% | epoch: 1 | remaining: 68s    
step 00844 (77.3%) | loss: 3.077968 | lrm: 0.51 | dt: 283ms | tok/sec: 463,157 | mfu: 10.0% | epoch: 1 | remaining: 68s    
step 00845 (77.4%) | loss: 3.074558 | lrm: 0.50 | dt: 288ms | tok/sec: 455,141 | mfu: 9.8% | epoch: 1 | remaining: 68s    
step 00846 (77.5%) | loss: 3.079773 | lrm: 0.50 | dt: 296ms | tok/sec: 443,408 | mfu: 9.6% | epoch: 1 | remaining: 67s    
step 00847 (77.6%) | loss: 3.085539 | lrm: 0.50 | dt: 275ms | tok/sec: 477,300 | mfu: 10.3% | epoch: 1 | remaining: 67s    
step 00848 (77.7%) | loss: 3.090154 | lrm: 0.50 | dt: 283ms | tok/sec: 463,238 | mfu: 10.0% | epoch: 1 | remaining: 67s    
step 00849 (77.7%) | loss: 3.090040 | lrm: 0.49 | dt: 288ms | tok/sec: 455,000 | mfu: 9.8% | epoch: 1 | remaining: 66s    
step 00850 (77.8%) | loss: 3.085743 | lrm: 0.49 | dt: 295ms | tok/sec: 444,164 | mfu: 9.6% | epoch: 1 | remaining: 66s    
step 00851 (77.9%) | loss: 3.080107 | lrm: 0.49 | dt: 275ms | tok/sec: 477,094 | mfu: 10.3% | epoch: 1 | remaining: 66s    
step 00852 (78.0%) | loss: 3.079257 | lrm: 0.49 | dt: 284ms | tok/sec: 462,296 | mfu: 10.0% | epoch: 1 | remaining: 66s    
step 00853 (78.1%) | loss: 3.079427 | lrm: 0.49 | dt: 287ms | tok/sec: 456,308 | mfu: 9.9% | epoch: 1 | remaining: 65s    
step 00854 (78.2%) | loss: 3.076470 | lrm: 0.48 | dt: 295ms | tok/sec: 444,496 | mfu: 9.6% | epoch: 1 | remaining: 65s    
step 00855 (78.3%) | loss: 3.070910 | lrm: 0.48 | dt: 275ms | tok/sec: 476,991 | mfu: 10.3% | epoch: 1 | remaining: 65s    
step 00856 (78.4%) | loss: 3.062794 | lrm: 0.48 | dt: 284ms | tok/sec: 461,214 | mfu: 10.0% | epoch: 1 | remaining: 64s    
step 00857 (78.5%) | loss: 3.064508 | lrm: 0.48 | dt: 288ms | tok/sec: 455,083 | mfu: 9.8% | epoch: 1 | remaining: 64s    
step 00858 (78.6%) | loss: 3.062281 | lrm: 0.48 | dt: 296ms | tok/sec: 442,881 | mfu: 9.6% | epoch: 1 | remaining: 64s    
step 00859 (78.7%) | loss: 3.060971 | lrm: 0.47 | dt: 275ms | tok/sec: 476,491 | mfu: 10.3% | epoch: 1 | remaining: 64s    
step 00860 (78.8%) | loss: 3.062904 | lrm: 0.47 | dt: 284ms | tok/sec: 462,093 | mfu: 10.0% | epoch: 1 | remaining: 63s    
step 00861 (78.9%) | loss: 3.067091 | lrm: 0.47 | dt: 288ms | tok/sec: 454,662 | mfu: 9.8% | epoch: 1 | remaining: 63s    
step 00862 (79.0%) | loss: 3.063726 | lrm: 0.47 | dt: 295ms | tok/sec: 444,203 | mfu: 9.6% | epoch: 1 | remaining: 63s    
step 00863 (79.1%) | loss: 3.064208 | lrm: 0.46 | dt: 274ms | tok/sec: 477,553 | mfu: 10.3% | epoch: 1 | remaining: 62s    
step 00864 (79.2%) | loss: 3.061748 | lrm: 0.46 | dt: 284ms | tok/sec: 461,817 | mfu: 10.0% | epoch: 1 | remaining: 62s    
step 00865 (79.3%) | loss: 3.056926 | lrm: 0.46 | dt: 288ms | tok/sec: 455,215 | mfu: 9.8% | epoch: 1 | remaining: 62s    
step 00866 (79.4%) | loss: 3.060555 | lrm: 0.46 | dt: 296ms | tok/sec: 442,584 | mfu: 9.6% | epoch: 1 | remaining: 62s    
step 00867 (79.5%) | loss: 3.063260 | lrm: 0.46 | dt: 275ms | tok/sec: 477,316 | mfu: 10.3% | epoch: 1 | remaining: 61s    
step 00868 (79.6%) | loss: 3.065535 | lrm: 0.45 | dt: 283ms | tok/sec: 462,743 | mfu: 10.0% | epoch: 1 | remaining: 61s    
step 00869 (79.6%) | loss: 3.069464 | lrm: 0.45 | dt: 289ms | tok/sec: 454,050 | mfu: 9.8% | epoch: 1 | remaining: 61s    
step 00870 (79.7%) | loss: 3.066017 | lrm: 0.45 | dt: 295ms | tok/sec: 444,123 | mfu: 9.6% | epoch: 1 | remaining: 60s    
step 00871 (79.8%) | loss: 3.074171 | lrm: 0.45 | dt: 275ms | tok/sec: 476,892 | mfu: 10.3% | epoch: 1 | remaining: 60s    
step 00872 (79.9%) | loss: 3.076718 | lrm: 0.45 | dt: 284ms | tok/sec: 462,056 | mfu: 10.0% | epoch: 1 | remaining: 60s    
step 00873 (80.0%) | loss: 3.070248 | lrm: 0.44 | dt: 288ms | tok/sec: 455,055 | mfu: 9.8% | epoch: 1 | remaining: 60s    
step 00874 (80.1%) | loss: 3.066905 | lrm: 0.44 | dt: 296ms | tok/sec: 443,352 | mfu: 9.6% | epoch: 1 | remaining: 59s    
step 00875 (80.2%) | loss: 3.068340 | lrm: 0.44 | dt: 274ms | tok/sec: 478,140 | mfu: 10.3% | epoch: 1 | remaining: 59s    
step 00876 (80.3%) | loss: 3.073769 | lrm: 0.44 | dt: 283ms | tok/sec: 462,673 | mfu: 10.0% | epoch: 1 | remaining: 59s    
step 00877 (80.4%) | loss: 3.068328 | lrm: 0.44 | dt: 288ms | tok/sec: 454,837 | mfu: 9.8% | epoch: 1 | remaining: 58s    
step 00878 (80.5%) | loss: 3.067856 | lrm: 0.43 | dt: 295ms | tok/sec: 444,501 | mfu: 9.6% | epoch: 1 | remaining: 58s    
step 00879 (80.6%) | loss: 3.069180 | lrm: 0.43 | dt: 275ms | tok/sec: 477,156 | mfu: 10.3% | epoch: 1 | remaining: 58s    
step 00880 (80.7%) | loss: 3.068749 | lrm: 0.43 | dt: 284ms | tok/sec: 462,106 | mfu: 10.0% | epoch: 1 | remaining: 58s    
step 00881 (80.8%) | loss: 3.069273 | lrm: 0.43 | dt: 288ms | tok/sec: 455,306 | mfu: 9.8% | epoch: 1 | remaining: 57s    
step 00882 (80.9%) | loss: 3.065789 | lrm: 0.42 | dt: 295ms | tok/sec: 444,198 | mfu: 9.6% | epoch: 1 | remaining: 57s    
step 00883 (81.0%) | loss: 3.074904 | lrm: 0.42 | dt: 275ms | tok/sec: 477,405 | mfu: 10.3% | epoch: 1 | remaining: 57s    
step 00884 (81.1%) | loss: 3.073023 | lrm: 0.42 | dt: 283ms | tok/sec: 463,055 | mfu: 10.0% | epoch: 1 | remaining: 56s    
step 00885 (81.2%) | loss: 3.076207 | lrm: 0.42 | dt: 288ms | tok/sec: 455,046 | mfu: 9.8% | epoch: 1 | remaining: 56s    
step 00886 (81.3%) | loss: 3.079205 | lrm: 0.42 | dt: 296ms | tok/sec: 443,090 | mfu: 9.6% | epoch: 1 | remaining: 56s    
step 00887 (81.4%) | loss: 3.080172 | lrm: 0.41 | dt: 275ms | tok/sec: 477,127 | mfu: 10.3% | epoch: 1 | remaining: 56s    
step 00888 (81.5%) | loss: 3.069968 | lrm: 0.41 | dt: 283ms | tok/sec: 462,648 | mfu: 10.0% | epoch: 1 | remaining: 55s    
step 00889 (81.6%) | loss: 3.058016 | lrm: 0.41 | dt: 288ms | tok/sec: 455,656 | mfu: 9.9% | epoch: 1 | remaining: 55s    
step 00890 (81.6%) | loss: 3.056115 | lrm: 0.41 | dt: 295ms | tok/sec: 444,072 | mfu: 9.6% | epoch: 1 | remaining: 55s    
step 00891 (81.7%) | loss: 3.053790 | lrm: 0.41 | dt: 274ms | tok/sec: 478,200 | mfu: 10.3% | epoch: 1 | remaining: 54s    
step 00892 (81.8%) | loss: 3.048216 | lrm: 0.40 | dt: 284ms | tok/sec: 461,868 | mfu: 10.0% | epoch: 1 | remaining: 54s    
step 00893 (81.9%) | loss: 3.050775 | lrm: 0.40 | dt: 288ms | tok/sec: 454,618 | mfu: 9.8% | epoch: 1 | remaining: 54s    
step 00894 (82.0%) | loss: 3.054483 | lrm: 0.40 | dt: 295ms | tok/sec: 443,789 | mfu: 9.6% | epoch: 1 | remaining: 54s    
step 00895 (82.1%) | loss: 3.056683 | lrm: 0.40 | dt: 274ms | tok/sec: 477,570 | mfu: 10.3% | epoch: 1 | remaining: 53s    
step 00896 (82.2%) | loss: 3.054012 | lrm: 0.40 | dt: 283ms | tok/sec: 462,508 | mfu: 10.0% | epoch: 1 | remaining: 53s    
step 00897 (82.3%) | loss: 3.054636 | lrm: 0.39 | dt: 289ms | tok/sec: 454,050 | mfu: 9.8% | epoch: 1 | remaining: 53s    
step 00898 (82.4%) | loss: 3.059216 | lrm: 0.39 | dt: 295ms | tok/sec: 443,743 | mfu: 9.6% | epoch: 1 | remaining: 52s    
step 00899 (82.5%) | loss: 3.055008 | lrm: 0.39 | dt: 274ms | tok/sec: 478,256 | mfu: 10.3% | epoch: 1 | remaining: 52s    
step 00900 (82.6%) | loss: 3.060352 | lrm: 0.39 | dt: 283ms | tok/sec: 462,731 | mfu: 10.0% | epoch: 1 | remaining: 52s    
step 00901 (82.7%) | loss: 3.057018 | lrm: 0.38 | dt: 287ms | tok/sec: 456,015 | mfu: 9.9% | epoch: 1 | remaining: 52s    
step 00902 (82.8%) | loss: 3.063087 | lrm: 0.38 | dt: 295ms | tok/sec: 444,072 | mfu: 9.6% | epoch: 1 | remaining: 51s    
step 00903 (82.9%) | loss: 3.058081 | lrm: 0.38 | dt: 274ms | tok/sec: 478,981 | mfu: 10.4% | epoch: 1 | remaining: 51s    
step 00904 (83.0%) | loss: 3.064172 | lrm: 0.38 | dt: 283ms | tok/sec: 463,020 | mfu: 10.0% | epoch: 1 | remaining: 51s    
step 00905 (83.1%) | loss: 3.064070 | lrm: 0.38 | dt: 288ms | tok/sec: 455,570 | mfu: 9.8% | epoch: 1 | remaining: 50s    
step 00906 (83.2%) | loss: 3.061558 | lrm: 0.37 | dt: 295ms | tok/sec: 445,034 | mfu: 9.6% | epoch: 1 | remaining: 50s    
step 00907 (83.3%) | loss: 3.069489 | lrm: 0.37 | dt: 274ms | tok/sec: 477,969 | mfu: 10.3% | epoch: 1 | remaining: 50s    
step 00908 (83.4%) | loss: 3.064056 | lrm: 0.37 | dt: 283ms | tok/sec: 462,563 | mfu: 10.0% | epoch: 1 | remaining: 50s    
step 00909 (83.5%) | loss: 3.062241 | lrm: 0.37 | dt: 288ms | tok/sec: 455,127 | mfu: 9.8% | epoch: 1 | remaining: 49s    
step 00910 (83.5%) | loss: 3.061401 | lrm: 0.37 | dt: 295ms | tok/sec: 444,252 | mfu: 9.6% | epoch: 1 | remaining: 49s    
step 00911 (83.6%) | loss: 3.060874 | lrm: 0.36 | dt: 274ms | tok/sec: 478,578 | mfu: 10.3% | epoch: 1 | remaining: 49s    
step 00912 (83.7%) | loss: 3.060318 | lrm: 0.36 | dt: 283ms | tok/sec: 462,995 | mfu: 10.0% | epoch: 1 | remaining: 49s    
step 00913 (83.8%) | loss: 3.064207 | lrm: 0.36 | dt: 288ms | tok/sec: 454,811 | mfu: 9.8% | epoch: 1 | remaining: 48s    
step 00914 (83.9%) | loss: 3.064655 | lrm: 0.36 | dt: 295ms | tok/sec: 444,963 | mfu: 9.6% | epoch: 1 | remaining: 48s    
step 00915 (84.0%) | loss: 3.061447 | lrm: 0.35 | dt: 274ms | tok/sec: 478,208 | mfu: 10.3% | epoch: 1 | remaining: 48s    
step 00916 (84.1%) | loss: 3.059101 | lrm: 0.35 | dt: 283ms | tok/sec: 463,666 | mfu: 10.0% | epoch: 1 | remaining: 47s    
step 00917 (84.2%) | loss: 3.061414 | lrm: 0.35 | dt: 288ms | tok/sec: 455,784 | mfu: 9.9% | epoch: 1 | remaining: 47s    
step 00918 (84.3%) | loss: 3.054444 | lrm: 0.35 | dt: 295ms | tok/sec: 444,489 | mfu: 9.6% | epoch: 1 | remaining: 47s    
step 00919 (84.4%) | loss: 3.058732 | lrm: 0.35 | dt: 275ms | tok/sec: 477,314 | mfu: 10.3% | epoch: 1 | remaining: 47s    
step 00920 (84.5%) | loss: 3.058733 | lrm: 0.34 | dt: 283ms | tok/sec: 463,219 | mfu: 10.0% | epoch: 1 | remaining: 46s    
step 00921 (84.6%) | loss: 3.057990 | lrm: 0.34 | dt: 287ms | tok/sec: 456,027 | mfu: 9.9% | epoch: 1 | remaining: 46s    
step 00922 (84.7%) | loss: 3.063590 | lrm: 0.34 | dt: 295ms | tok/sec: 444,716 | mfu: 9.6% | epoch: 1 | remaining: 46s    
step 00923 (84.8%) | loss: 3.062202 | lrm: 0.34 | dt: 274ms | tok/sec: 477,537 | mfu: 10.3% | epoch: 1 | remaining: 45s    
step 00924 (84.9%) | loss: 3.064078 | lrm: 0.34 | dt: 283ms | tok/sec: 462,562 | mfu: 10.0% | epoch: 1 | remaining: 45s    
step 00925 (85.0%) | loss: 3.063860 | lrm: 0.33 | dt: 288ms | tok/sec: 455,358 | mfu: 9.8% | epoch: 1 | remaining: 45s    
step 00926 (85.1%) | loss: 3.069599 | lrm: 0.33 | dt: 295ms | tok/sec: 444,843 | mfu: 9.6% | epoch: 1 | remaining: 45s    
step 00927 (85.2%) | loss: 3.064405 | lrm: 0.33 | dt: 274ms | tok/sec: 478,218 | mfu: 10.3% | epoch: 1 | remaining: 44s    
step 00928 (85.3%) | loss: 3.054083 | lrm: 0.33 | dt: 283ms | tok/sec: 463,298 | mfu: 10.0% | epoch: 1 | remaining: 44s    
step 00929 (85.4%) | loss: 3.052935 | lrm: 0.33 | dt: 288ms | tok/sec: 455,783 | mfu: 9.9% | epoch: 1 | remaining: 44s    
step 00930 (85.4%) | loss: 3.047201 | lrm: 0.32 | dt: 295ms | tok/sec: 444,342 | mfu: 9.6% | epoch: 1 | remaining: 43s    
step 00931 (85.5%) | loss: 3.048454 | lrm: 0.32 | dt: 274ms | tok/sec: 477,731 | mfu: 10.3% | epoch: 1 | remaining: 43s    
step 00932 (85.6%) | loss: 3.044756 | lrm: 0.32 | dt: 283ms | tok/sec: 463,625 | mfu: 10.0% | epoch: 1 | remaining: 43s    
step 00933 (85.7%) | loss: 3.046637 | lrm: 0.32 | dt: 288ms | tok/sec: 454,370 | mfu: 9.8% | epoch: 1 | remaining: 43s    
step 00934 (85.8%) | loss: 3.038663 | lrm: 0.31 | dt: 295ms | tok/sec: 444,382 | mfu: 9.6% | epoch: 1 | remaining: 42s    
step 00935 (85.9%) | loss: 3.041950 | lrm: 0.31 | dt: 274ms | tok/sec: 478,005 | mfu: 10.3% | epoch: 1 | remaining: 42s    
step 00936 (86.0%) | loss: 3.042507 | lrm: 0.31 | dt: 283ms | tok/sec: 462,461 | mfu: 10.0% | epoch: 1 | remaining: 42s    
step 00937 (86.1%) | loss: 3.051142 | lrm: 0.31 | dt: 288ms | tok/sec: 455,516 | mfu: 9.8% | epoch: 1 | remaining: 41s    
step 00938 (86.2%) | loss: 3.054928 | lrm: 0.31 | dt: 296ms | tok/sec: 443,461 | mfu: 9.6% | epoch: 1 | remaining: 41s    
step 00939 (86.3%) | loss: 3.046781 | lrm: 0.30 | dt: 274ms | tok/sec: 478,504 | mfu: 10.3% | epoch: 1 | remaining: 41s    
step 00940 (86.4%) | loss: 3.042015 | lrm: 0.30 | dt: 283ms | tok/sec: 462,893 | mfu: 10.0% | epoch: 1 | remaining: 41s    
step 00941 (86.5%) | loss: 3.045725 | lrm: 0.30 | dt: 288ms | tok/sec: 455,342 | mfu: 9.8% | epoch: 1 | remaining: 40s    
step 00942 (86.6%) | loss: 3.051341 | lrm: 0.30 | dt: 295ms | tok/sec: 444,705 | mfu: 9.6% | epoch: 1 | remaining: 40s    
step 00943 (86.7%) | loss: 3.040441 | lrm: 0.30 | dt: 275ms | tok/sec: 477,163 | mfu: 10.3% | epoch: 1 | remaining: 40s    
step 00944 (86.8%) | loss: 3.038196 | lrm: 0.29 | dt: 283ms | tok/sec: 463,158 | mfu: 10.0% | epoch: 1 | remaining: 39s    
